"User_hour_ID","User_daily_ID","Hour","MoodEA","MoodTA","Health","Location","Activity","rec_no","id","device_id"
"_2016_7_26_21","_2016_7_26","21","0","0","Good","Home","Offical Task","44","678","1129a092786099b3"
"abc_2016_7_26_22","abc_2016_7_26","22","1","1","Good","Home","Individual Task","45","679","1129a092786099b3"
"trinhthikhanhquynh_2016_7_27_6","trinhthikhanhquynh_2016_7_27","6","4","0","Good","On the Road","Sport","54","680","d4d4f36a74a6edb4"
"maihang212_2016_7_27_7","maihang212_2016_7_27","7","4","0","Good","Home","Offical Task","3","681","408cfd767246a64a"
"lethivui_2016_7_27_7","lethivui_2016_7_27","7","2","2","Normal","Home","Individual Task","31","683","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_7_27_8","trinhthikhanhquynh_2016_7_27","8","4","0","Good","Home","Individual Task","55","684","d4d4f36a74a6edb4"
"maihang212_2016_7_27_9","maihang212_2016_7_27","9","3","1","Good","Office (University)","Offical Task","4","685","408cfd767246a64a"
"lethivui_2016_7_27_9","lethivui_2016_7_27","9","2","1","Normal","Home","Individual Task","32","688","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_7_27_9","trinhthikhanhquynh_2016_7_27","9","2","0","Normal","Home","Individual Task","56","689","d4d4f36a74a6edb4"
"maihang212_2016_7_27_10","maihang212_2016_7_27","10","2","2","Good","Office (University)","Offical Task","5","690","408cfd767246a64a"
"lethivui_2016_7_27_10","lethivui_2016_7_27","10","2","2","Bad","Home","Individual Task","33","692","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_7_27_10","trinhthikhanhquynh_2016_7_27","10","4","1","Good","Home","Individual Task","57","693","d4d4f36a74a6edb4"
"maihang212_2016_7_27_11","maihang212_2016_7_27","11","2","2","Good","Office (University)","Offical Task","6","694","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_27_11","trinhthikhanhquynh_2016_7_27","11","4","1","Good","Home","Individual Task","58","695","d4d4f36a74a6edb4"
"abc_2016_7_27_7","abc_2016_7_27","7","0","0","Good","Home","Offical Task","46","696","1129a092786099b3"
"trinhthikhanhquynh_2016_7_27_12","trinhthikhanhquynh_2016_7_27","12","3","0","Normal","Home","Individual Task","59","697","d4d4f36a74a6edb4"
"lethivui_2016_7_27_12","lethivui_2016_7_27","12","2","1","Normal","Home","Individual Task","34","700","ae93bc259cdc15e5"
"lethivui_2016_7_27_13","lethivui_2016_7_27","13","2","2","Normal","Home","Individual Task","35","701","ae93bc259cdc15e5"
"hoangdd_2016_7_27_14","hoangdd_2016_7_27","14","1","2","Good","Home","Individual Task","30","702","5d4b166b16abef5f"
"trinhthikhanhquynh_2016_7_27_14","trinhthikhanhquynh_2016_7_27","14","3","0","Good","Home","Individual Task","60","703","d4d4f36a74a6edb4"
"_2016_7_27_9","_2016_7_27","9","2","2","Good","On the Road","Relaxing activities","47","704","1129a092786099b3"
"abc_2016_7_27_9","abc_2016_7_27","9","1","2","Good","On the Road","Offical Task","48","705","1129a092786099b3"
"lethivui_2016_7_27_14","lethivui_2016_7_27","14","1","2","Bad","Home","Individual Task","36","707","ae93bc259cdc15e5"
"maihang212_2016_7_27_15","maihang212_2016_7_27","15","2","2","Good","Office (University)","Offical Task","7","708","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_27_15","trinhthikhanhquynh_2016_7_27","15","4","0","Good","On the Road","Individual Task","61","709","d4d4f36a74a6edb4"
"abc_2016_7_27_10","abc_2016_7_27","10","1","1","Good","Office (University)","Offical Task","49","710","1129a092786099b3"
"lethivui_2016_7_27_16","lethivui_2016_7_27","16","1","2","Bad","Home","Individual Task","37","711","ae93bc259cdc15e5"
"maihang212_2016_7_27_16","maihang212_2016_7_27","16","1","1","Good","Office (University)","Offical Task","8","712","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_27_16","trinhthikhanhquynh_2016_7_27","16","4","0","Good","On the Road","Individual Task","62","713","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_7_27_17","trinhthikhanhquynh_2016_7_27","17","3","0","Good","Home","Individual Task","63","714","d4d4f36a74a6edb4"
"lethivui_2016_7_27_17","lethivui_2016_7_27","17","2","2","Good","Home","Individual Task","38","716","ae93bc259cdc15e5"
"abc_2016_7_27_12","abc_2016_7_27","12","2","1","Good","Office (University)","Offical Task","50","717","1129a092786099b3"
"maihang212_2016_7_27_17","maihang212_2016_7_27","17","2","2","Good","Home","Relaxing activities","9","718","408cfd767246a64a"
"abc_2016_7_27_13","abc_2016_7_27","13","3","3","Good","Office (University)","Offical Task","51","719","1129a092786099b3"
"maihang212_2016_7_27_18","maihang212_2016_7_27","18","3","3","Good","Home","Individual Task","10","725","408cfd767246a64a"
"lethivui_2016_7_27_18","lethivui_2016_7_27","18","2","2","Normal","Home","Individual Task","39","727","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_7_27_19","trinhthikhanhquynh_2016_7_27","19","0","3","Bad","Home","Individual Task","64","728","d4d4f36a74a6edb4"
"lethivui_2016_7_27_19","lethivui_2016_7_27","19","1","3","Bad","Home","Individual Task","40","730","ae93bc259cdc15e5"
"maihang212_2016_7_27_19","maihang212_2016_7_27","19","4","0","Good","Home","Relaxing activities","11","731","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_27_20","trinhthikhanhquynh_2016_7_27","20","2","2","Normal","Home","Individual Task","65","732","d4d4f36a74a6edb4"
"maihang212_2016_7_27_20","maihang212_2016_7_27","20","2","2","Good","Home","Relaxing activities","12","733","408cfd767246a64a"
"hoangdd_2016_7_27_20","hoangdd_2016_7_27","20","4","4","Good","Home","Individual Task","31","734","5d4b166b16abef5f"
"abc_2016_7_27_15","abc_2016_7_27","15","0","0","Good","Home","Offical Task","52","735","1129a092786099b3"
"lethivui_2016_7_27_20","lethivui_2016_7_27","20","3","0","Normal","Home","Individual Task","41","737","ae93bc259cdc15e5"
"maihang212_2016_7_27_21","maihang212_2016_7_27","21","2","1","Good","Home","Relaxing activities","13","738","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_27_21","trinhthikhanhquynh_2016_7_27","21","4","0","Good","Home","Individual Task","66","739","d4d4f36a74a6edb4"
"maihang212_2016_7_27_22","maihang212_2016_7_27","22","1","2","Normal","Home","Relaxing activities","14","740","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_27_22","trinhthikhanhquynh_2016_7_27","22","3","2","Good","On the Road","Offical Task","67","741","d4d4f36a74a6edb4"
"abc_2016_7_27_19","abc_2016_7_27","19","0","2","Good","On the Road","Relaxing activities","55","745","1129a092786099b3"
"lethivui_2016_7_28_0","lethivui_2016_7_28","0","2","2","Bad","Home","Individual Task","42","747","ae93bc259cdc15e5"
"abc_2016_7_27_20","abc_2016_7_27","20","1","2","Good","On the Road","Sport","56","749","1129a092786099b3"
"abc_2016_7_27_21","abc_2016_7_27","21","1","1","Good","Home","Relaxing activities","57","750","1129a092786099b3"
"lethivui_2016_7_28_8","lethivui_2016_7_28","8","2","0","Normal","Home","Individual Task","43","753","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_7_28_9","trinhthikhanhquynh_2016_7_28","9","1","0","Normal","Home","Individual Task","68","760","d4d4f36a74a6edb4"
"lethivui_2016_7_28_9","lethivui_2016_7_28","9","2","2","Normal","Home","Individual Task","44","763","ae93bc259cdc15e5"
"maihang212_2016_7_28_10","maihang212_2016_7_28","10","2","2","Good","Home","Relaxing activities","15","764","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_28_10","trinhthikhanhquynh_2016_7_28","10","1","0","Normal","Home","Individual Task","69","765","d4d4f36a74a6edb4"
"lethivui_2016_7_28_11","lethivui_2016_7_28","11","2","2","Normal","Home","Individual Task","45","768","ae93bc259cdc15e5"
"maihang212_2016_7_28_11","maihang212_2016_7_28","11","1","2","Good","Home","Relaxing activities","16","769","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_28_12","trinhthikhanhquynh_2016_7_28","12","4","0","Good","Home","Individual Task","70","770","d4d4f36a74a6edb4"
"lethivui_2016_7_28_12","lethivui_2016_7_28","12","2","2","Normal","Home","Individual Task","46","771","ae93bc259cdc15e5"
"maihang212_2016_7_28_12","maihang212_2016_7_28","12","2","2","Good","Home","Relaxing activities","17","772","408cfd767246a64a"
"abc_2016_7_28_8","abc_2016_7_28","8","1","1","Good","Home","Relaxing activities","58","773","1129a092786099b3"
"lethivui_2016_7_28_13","lethivui_2016_7_28","13","2","0","Normal","Home","Individual Task","47","776","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_7_28_13","trinhthikhanhquynh_2016_7_28","13","3","1","Good","Office (University)","Individual Task","71","777","d4d4f36a74a6edb4"
"abc_2016_7_28_9","abc_2016_7_28","9","0","0","Good","Home","Offical Task","59","778","1129a092786099b3"
"trinhthikhanhquynh_2016_7_28_14","trinhthikhanhquynh_2016_7_28","14","2","1","Normal","Office (University)","Individual Task","72","779","d4d4f36a74a6edb4"
"lethivui_2016_7_28_14","lethivui_2016_7_28","14","1","0","Normal","Home","Individual Task","48","782","ae93bc259cdc15e5"
"maihang212_2016_7_28_14","maihang212_2016_7_28","14","1","2","Good","Home","Offical Task","18","783","408cfd767246a64a"
"maihang212_2016_7_28_15","maihang212_2016_7_28","15","1","2","Good","Home","Offical Task","19","784","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_28_15","trinhthikhanhquynh_2016_7_28","15","3","0","Good","On the Road","Individual Task","73","785","d4d4f36a74a6edb4"
"lethivui_2016_7_28_15","lethivui_2016_7_28","15","2","1","Normal","Home","Individual Task","49","788","ae93bc259cdc15e5"
"abc_2016_7_28_10","abc_2016_7_28","10","2","2","Good","On the Road","Sport","60","789","1129a092786099b3"
"maihang212_2016_7_28_16","maihang212_2016_7_28","16","1","2","Normal","Home","Relaxing activities","20","790","408cfd767246a64a"
"abc_2016_7_28_11","abc_2016_7_28","11","2","2","Good","Office (University)","Relaxing activities","61","791","1129a092786099b3"
"trinhthikhanhquynh_2016_7_28_16","trinhthikhanhquynh_2016_7_28","16","2","0","Normal","On the Road","Relaxing activities","74","795","d4d4f36a74a6edb4"
"maihang212_2016_7_28_17","maihang212_2016_7_28","17","2","2","Good","Home","Relaxing activities","21","796","408cfd767246a64a"
"abc_2016_7_28_12","abc_2016_7_28","12","3","2","Good","Office (University)","Offical Task","62","797","1129a092786099b3"
"maihang212_2016_7_28_18","maihang212_2016_7_28","18","1","2","Good","Home","Relaxing activities","22","798","408cfd767246a64a"
"abc_2016_7_28_13","abc_2016_7_28","13","2","1","Good","Office (University)","Offical Task","63","799","1129a092786099b3"
"trinhthikhanhquynh_2016_7_28_18","trinhthikhanhquynh_2016_7_28","18","2","0","Normal","On the Road","Relaxing activities","75","800","d4d4f36a74a6edb4"
"lethivui_2016_7_28_17","lethivui_2016_7_28","17","3","0","Good","Home","Individual Task","50","803","ae93bc259cdc15e5"
"lethivui_2016_7_28_18","lethivui_2016_7_28","18","2","0","Normal","Home","Individual Task","51","806","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_7_28_19","trinhthikhanhquynh_2016_7_28","19","4","0","Good","Home","Individual Task","76","810","d4d4f36a74a6edb4"
"abc_2016_7_28_14","abc_2016_7_28","14","3","2","Good","Office (University)","Offical Task","64","811","1129a092786099b3"
"maihang212_2016_7_28_19","maihang212_2016_7_28","19","1","2","Good","Home","Individual Task","23","812","408cfd767246a64a"
"lethivui_2016_7_28_19","lethivui_2016_7_28","19","2","1","Normal","Home","Individual Task","52","815","ae93bc259cdc15e5"
"maihang212_2016_7_28_20","maihang212_2016_7_28","20","1","2","Good","Home","Relaxing activities","24","816","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_28_21","trinhthikhanhquynh_2016_7_28","21","1","0","Normal","Home","Individual Task","77","817","d4d4f36a74a6edb4"
"maihang212_2016_7_28_21","maihang212_2016_7_28","21","1","2","Normal","Home","Relaxing activities","25","818","408cfd767246a64a"
"abc_2016_7_28_16","abc_2016_7_28","16","2","1","Good","Office (University)","Offical Task","65","819","1129a092786099b3"
"maihang212_2016_7_28_22","maihang212_2016_7_28","22","1","2","Good","Home","Relaxing activities","26","820","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_28_22","trinhthikhanhquynh_2016_7_28","22","1","0","Bad","On the Road","Individual Task","78","821","d4d4f36a74a6edb4"
"hoangdd_2016_7_28_23","hoangdd_2016_7_28","23","0","0","Good","Home","Offical Task","32","822","5d4b166b16abef5f"
"lethivui_2016_7_28_23","lethivui_2016_7_28","23","2","0","Normal","Home","Individual Task","53","825","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_7_28_23","trinhthikhanhquynh_2016_7_28","23","1","1","Normal","Home","Individual Task","79","826","d4d4f36a74a6edb4"
"abc_2016_7_27_18","abc_2016_7_27","18","1","3","Good","Office (University)","Offical Task","54","832","1129a092786099b3"
"abc_2016_7_27_17","abc_2016_7_27","17","3","1","Good","Office (University)","Offical Task","53","833","1129a092786099b3"
"lethivui_2016_7_29_8","lethivui_2016_7_29","8","2","1","Good","Home","Individual Task","54","837","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_7_29_9","trinhthikhanhquynh_2016_7_29","9","2","0","Good","Home","Individual Task","80","841","d4d4f36a74a6edb4"
"lethivui_2016_7_29_9","lethivui_2016_7_29","9","2","1","Normal","Home","Individual Task","55","844","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_7_29_11","trinhthikhanhquynh_2016_7_29","11","3","0","Good","Home","Individual Task","81","845","d4d4f36a74a6edb4"
"maihang212_2016_7_29_11","maihang212_2016_7_29","11","2","2","Good","Office (University)","Offical Task","27","846","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_29_12","trinhthikhanhquynh_2016_7_29","12","4","0","Good","Home","Individual Task","82","849","d4d4f36a74a6edb4"
"abc_2016_7_29_8","abc_2016_7_29","8","2","2","Good","Home","Offical Task","66","850","1129a092786099b3"
"trinhthikhanhquynh_2016_7_29_13","trinhthikhanhquynh_2016_7_29","13","3","0","Good","Home","Offical Task","83","852","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_7_29_14","trinhthikhanhquynh_2016_7_29","14","3","0","Good","Home","Offical Task","84","854","d4d4f36a74a6edb4"
"lethivui_2016_7_29_14","lethivui_2016_7_29","14","2","0","Normal","Home","Individual Task","56","857","ae93bc259cdc15e5"
"maihang212_2016_7_29_15","maihang212_2016_7_29","15","2","2","Good","Office (University)","Offical Task","28","858","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_29_15","trinhthikhanhquynh_2016_7_29","15","3","0","Good","Home","Individual Task","85","859","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_7_29_16","trinhthikhanhquynh_2016_7_29","16","3","0","Good","Home","Offical Task","86","860","d4d4f36a74a6edb4"
"lethivui_2016_7_29_16","lethivui_2016_7_29","16","1","1","Bad","Home","Individual Task","57","863","ae93bc259cdc15e5"
"maihang212_2016_7_29_16","maihang212_2016_7_29","16","2","2","Good","Office (University)","Offical Task","29","864","408cfd767246a64a"
"abc_2016_7_27_19","abc_2016_7_27","19","0","2","Good","On the Road","Relaxing activities","55","865","25a881ef0c39fd90"
"abc_2016_7_29_11","abc_2016_7_29","11","2","2","Good","Office (University)","Offical Task","67","866","25a881ef0c39fd90"
"lethivui_2016_7_29_17","lethivui_2016_7_29","17","2","0","Normal","Home","Individual Task","58","869","ae93bc259cdc15e5"
"maihang212_2016_7_29_17","maihang212_2016_7_29","17","2","0","Good","Home","Relaxing activities","30","870","408cfd767246a64a"
"abc_2016_7_29_12","abc_2016_7_29","12","2","2","Good","Office (University)","Offical Task","68","871","25a881ef0c39fd90"
"trinhthikhanhquynh_2016_7_29_17","trinhthikhanhquynh_2016_7_29","17","3","0","Good","Home","Offical Task","87","872","d4d4f36a74a6edb4"
"maihang212_2016_7_29_18","maihang212_2016_7_29","18","1","2","Good","Home","Relaxing activities","31","873","408cfd767246a64a"
"lethivui_2016_7_29_19","lethivui_2016_7_29","19","2","0","Normal","On the Road","Individual Task","59","874","ae93bc259cdc15e5"
"maihang212_2016_7_29_19","maihang212_2016_7_29","19","1","2","Good","Home","Relaxing activities","32","875","408cfd767246a64a"
"maihang212_2016_7_29_20","maihang212_2016_7_29","20","1","2","Good","Home","Relaxing activities","33","878","408cfd767246a64a"
"lethivui_2016_7_29_20","lethivui_2016_7_29","20","2","1","Normal","Home","Individual Task","60","880","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_7_29_20","trinhthikhanhquynh_2016_7_29","20","1","2","Bad","Home","Offical Task","89","881","d4d4f36a74a6edb4"
"maihang212_2016_7_29_21","maihang212_2016_7_29","21","1","1","Good","Home","Relaxing activities","34","882","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_29_21","trinhthikhanhquynh_2016_7_29","21","2","1","Normal","Home","Offical Task","90","883","d4d4f36a74a6edb4"
"maihang212_2016_7_29_22","maihang212_2016_7_29","22","1","2","Good","Home","Relaxing activities","35","884","408cfd767246a64a"
"abc_2016_7_29_17","abc_2016_7_29","17","0","0","Good","Home","Offical Task","69","885","25a881ef0c39fd90"
"abc_2016_7_30_3","abc_2016_7_30","3","0","0","Good","Home","Offical Task","70","886","25a881ef0c39fd90"
"maihang212_2016_7_30_9","maihang212_2016_7_30","9","2","2","Good","Home","Relaxing activities","36","887","408cfd767246a64a"
"maihang212_2016_7_30_10","maihang212_2016_7_30","10","2","2","Good","Home","Relaxing activities","37","888","408cfd767246a64a"
"maihang212_2016_7_30_11","maihang212_2016_7_30","11","2","2","Good","Home","Relaxing activities","38","889","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_30_11","trinhthikhanhquynh_2016_7_30","11","3","0","Good","Home","Individual Task","92","890","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_7_30_12","trinhthikhanhquynh_2016_7_30","12","3","1","Good","Home","Individual Task","93","892","d4d4f36a74a6edb4"
"maihang212_2016_7_30_13","maihang212_2016_7_30","13","1","2","Good","Home","Relaxing activities","39","893","408cfd767246a64a"
"lethivui_2016_7_30_0","lethivui_2016_7_30","0","1","1","Bad","Home","Individual Task","61","896","ae93bc259cdc15e5"
"lethivui_2016_7_30_8","lethivui_2016_7_30","8","2","1","Normal","Home","Individual Task","62","897","ae93bc259cdc15e5"
"lethivui_2016_7_30_11","lethivui_2016_7_30","11","1","1","Normal","Home","Individual Task","63","898","ae93bc259cdc15e5"
"lethivui_2016_7_30_13","lethivui_2016_7_30","13","0","3","Bad","Home","Individual Task","64","899","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_7_30_13","trinhthikhanhquynh_2016_7_30","13","3","0","Good","Home","Individual Task","94","900","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_7_30_14","trinhthikhanhquynh_2016_7_30","14","3","1","Good","Home","Individual Task","95","901","d4d4f36a74a6edb4"
"maihang212_2016_7_30_14","maihang212_2016_7_30","14","1","2","Good","Home","Individual Task","40","902","408cfd767246a64a"
"maihang212_2016_7_30_15","maihang212_2016_7_30","15","1","2","Good","Home","Relaxing activities","41","903","408cfd767246a64a"
"maihang212_2016_7_30_16","maihang212_2016_7_30","16","1","2","Good","Home","Relaxing activities","42","904","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_30_16","trinhthikhanhquynh_2016_7_30","16","3","0","Good","On the Road","Individual Task","96","905","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_7_30_18","trinhthikhanhquynh_2016_7_30","18","1","1","Normal","Home","Offical Task","97","907","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_7_30_19","trinhthikhanhquynh_2016_7_30","19","1","0","Normal","Home","Offical Task","98","908","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_7_30_20","trinhthikhanhquynh_2016_7_30","20","1","1","Good","Home","Offical Task","99","909","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_7_30_21","trinhthikhanhquynh_2016_7_30","21","1","0","Normal","Home","Offical Task","100","910","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_7_30_22","trinhthikhanhquynh_2016_7_30","22","1","0","Normal","Home","Offical Task","101","911","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_7_30_23","trinhthikhanhquynh_2016_7_30","23","1","1","Bad","Home","Offical Task","102","912","d4d4f36a74a6edb4"
"maihang212_2016_7_30_23","maihang212_2016_7_30","23","1","2","Good","Home","Relaxing activities","43","913","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_31_8","trinhthikhanhquynh_2016_7_31","8","1","0","Good","Home","Offical Task","103","914","d4d4f36a74a6edb4"
"hoangdd_2016_7_31_9","hoangdd_2016_7_31","9","1","2","Good","Home","Offical Task","33","915","5d4b166b16abef5f"
"trinhthikhanhquynh_2016_7_31_9","trinhthikhanhquynh_2016_7_31","9","1","0","Normal","Home","Offical Task","104","916","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_7_31_10","trinhthikhanhquynh_2016_7_31","10","2","1","Normal","Home","Offical Task","105","917","d4d4f36a74a6edb4"
"maihang212_2016_7_31_11","maihang212_2016_7_31","11","1","2","Good","Home","Relaxing activities","45","918","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_31_11","trinhthikhanhquynh_2016_7_31","11","1","0","Normal","Home","Offical Task","106","919","d4d4f36a74a6edb4"
"maihang212_2016_7_31_12","maihang212_2016_7_31","12","1","2","Good","Home","Individual Task","46","920","408cfd767246a64a"
"maihang212_2016_7_31_13","maihang212_2016_7_31","13","1","2","Good","Home","Relaxing activities","47","921","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_31_13","trinhthikhanhquynh_2016_7_31","13","1","1","Normal","Office (University)","Offical Task","107","922","d4d4f36a74a6edb4"
"maihang212_2016_7_31_10","maihang212_2016_7_31","10","1","2","Good","Home","Relaxing activities","44","924","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_29_18","trinhthikhanhquynh_2016_7_29","18","3","0","Good","Home","Offical Task","88","930","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_7_30_10","trinhthikhanhquynh_2016_7_30","10","3","0","Normal","Home","Individual Task","91","931","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_7_31_18","trinhthikhanhquynh_2016_7_31","18","1","0","Good","On the Road","Individual Task","108","932","d4d4f36a74a6edb4"
"lethivui_2016_7_30_14","lethivui_2016_7_30","14","2","2","Normal","Home","Individual Task","65","934","ae93bc259cdc15e5"
"lethivui_2016_7_30_16","lethivui_2016_7_30","16","2","2","Normal","Home","Individual Task","66","935","ae93bc259cdc15e5"
"lethivui_2016_7_30_23","lethivui_2016_7_30","23","1","1","Normal","Home","Individual Task","68","936","ae93bc259cdc15e5"
"lethivui_2016_7_30_18","lethivui_2016_7_30","18","2","0","Normal","Home","Individual Task","67","937","ae93bc259cdc15e5"
"lethivui_2016_7_31_9","lethivui_2016_7_31","9","2","0","Normal","Home","Individual Task","69","938","ae93bc259cdc15e5"
"lethivui_2016_7_31_10","lethivui_2016_7_31","10","3","0","Good","Home","Individual Task","70","939","ae93bc259cdc15e5"
"lethivui_2016_7_31_13","lethivui_2016_7_31","13","0","0","Bad","Home","Individual Task","71","940","ae93bc259cdc15e5"
"lethivui_2016_7_31_15","lethivui_2016_7_31","15","0","1","Normal","Home","Individual Task","72","941","ae93bc259cdc15e5"
"lethivui_2016_7_31_17","lethivui_2016_7_31","17","0","1","Bad","Home","Individual Task","73","942","ae93bc259cdc15e5"
"lethivui_2016_7_31_19","lethivui_2016_7_31","19","1","1","Bad","On the Road","Individual Task","74","944","ae93bc259cdc15e5"
"maihang212_2016_7_31_19","maihang212_2016_7_31","19","1","2","Good","Home","Relaxing activities","48","945","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_31_20","trinhthikhanhquynh_2016_7_31","20","0","0","Good","Home","Offical Task","109","946","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_7_31_21","trinhthikhanhquynh_2016_7_31","21","2","0","Normal","Home","Offical Task","110","947","d4d4f36a74a6edb4"
"maihang212_2016_7_31_21","maihang212_2016_7_31","21","1","2","Good","Home","Relaxing activities","49","948","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_31_22","trinhthikhanhquynh_2016_7_31","22","2","0","Good","Home","Offical Task","111","949","d4d4f36a74a6edb4"
"maihang212_2016_7_31_22","maihang212_2016_7_31","22","1","2","Good","Home","Relaxing activities","50","950","408cfd767246a64a"
"trinhthikhanhquynh_2016_7_31_23","trinhthikhanhquynh_2016_7_31","23","0","0","Good","Home","Offical Task","112","951","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_8_1_7","trinhthikhanhquynh_2016_8_1","7","3","0","Good","Home","Offical Task","113","957","d4d4f36a74a6edb4"
"lethivui_2016_8_1_7","lethivui_2016_8_1","7","1","3","Bad","Home","Individual Task","75","960","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_8_1_8","trinhthikhanhquynh_2016_8_1","8","3","0","Good","Home","Offical Task","114","961","d4d4f36a74a6edb4"
"lethivui_2016_8_1_8","lethivui_2016_8_1","8","2","2","Normal","Home","Individual Task","76","962","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_8_1_9","trinhthikhanhquynh_2016_8_1","9","3","0","Good","Home","Offical Task","115","963","d4d4f36a74a6edb4"
"lethivui_2016_8_1_10","lethivui_2016_8_1","10","0","0","Good","Home","Individual Task","77","966","ae93bc259cdc15e5"
"maihang212_2016_8_1_10","maihang212_2016_8_1","10","2","2","Good","Office (University)","Offical Task","51","967","408cfd767246a64a"
"trinhthikhanhquynh_2016_8_1_10","trinhthikhanhquynh_2016_8_1","10","3","0","Normal","On the Road","Individual Task","116","971","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_8_1_11","trinhthikhanhquynh_2016_8_1","11","2","0","Good","Home","Offical Task","117","972","d4d4f36a74a6edb4"
"lethivui_2016_8_1_11","lethivui_2016_8_1","11","2","2","Normal","Home","Individual Task","78","975","ae93bc259cdc15e5"
"lethivui_2016_8_1_12","lethivui_2016_8_1","12","2","2","Normal","Home","Individual Task","79","978","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_8_1_12","trinhthikhanhquynh_2016_8_1","12","3","0","Good","Office (University)","Offical Task","118","979","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_8_1_13","trinhthikhanhquynh_2016_8_1","13","1","0","Bad","Office (University)","Offical Task","119","980","d4d4f36a74a6edb4"
"lethivui_2016_8_1_13","lethivui_2016_8_1","13","2","2","Normal","Home","Individual Task","80","983","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_8_1_14","trinhthikhanhquynh_2016_8_1","14","0","0","Bad","Office (University)","Offical Task","120","984","d4d4f36a74a6edb4"
"lethivui_2016_8_1_15","lethivui_2016_8_1","15","1","2","Bad","Office (University)","Individual Task","81","987","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_8_1_16","trinhthikhanhquynh_2016_8_1","16","1","2","Normal","Office (University)","Offical Task","121","990","d4d4f36a74a6edb4"
"lethivui_2016_8_1_16","lethivui_2016_8_1","16","2","1","Normal","Office (University)","Individual Task","82","997","ae93bc259cdc15e5"
"sona_2016_8_1_11","sona_2016_8_1","11","0","0","Good","Home","Offical Task","1","998","1acc0f4938043ae9"
"trinhthikhanhquynh_2016_8_1_17","trinhthikhanhquynh_2016_8_1","17","2","0","Good","Office (University)","Offical Task","122","999","d4d4f36a74a6edb4"
"sona_2016_8_1_12","sona_2016_8_1","12","3","3","Good","Office (University)","Offical Task","2","1000","1acc0f4938043ae9"
"trinhthikhanhquynh_2016_8_1_18","trinhthikhanhquynh_2016_8_1","18","1","2","Bad","Office (University)","Offical Task","123","1001","d4d4f36a74a6edb4"
