"User_hour_ID","User_daily_ID","Hour","MoodEA","MoodTA","Health","Location","Activity","rec_no","id","device_id"
"sona_2016_8_1_13","sona_2016_8_1","13","3","2","Good","Office (University)","Relaxing activities","3","1002","1acc0f4938043ae9"
"maihang212_2016_8_1_18","maihang212_2016_8_1","18","1","2","Good","Home","Individual Task","52","1003","408cfd767246a64a"
"trinhthikhanhquynh_2016_8_1_19","trinhthikhanhquynh_2016_8_1","19","0","3","Bad","Office (University)","Offical Task","124","1004","d4d4f36a74a6edb4"
"sona_2016_8_1_14","sona_2016_8_1","14","1","1","Normal","Office (University)","Offical Task","4","1005","1acc0f4938043ae9"
"maihang212_2016_8_1_19","maihang212_2016_8_1","19","1","2","Good","Home","Relaxing activities","53","1006","408cfd767246a64a"
"trinhthikhanhquynh_2016_8_1_20","trinhthikhanhquynh_2016_8_1","20","0","3","Bad","Office (University)","Offical Task","125","1007","d4d4f36a74a6edb4"
"sona_2016_8_1_15","sona_2016_8_1","15","3","0","Good","Home","Offical Task","5","1008","1acc0f4938043ae9"
"maihang212_2016_8_1_20","maihang212_2016_8_1","20","1","1","Good","Home","Relaxing activities","54","1009","408cfd767246a64a"
"maihang212_2016_8_1_21","maihang212_2016_8_1","21","2","1","Good","Home","Relaxing activities","55","1010","408cfd767246a64a"
"abc_2016_8_1_16","abc_2016_8_1","16","0","0","Good","Home","Offical Task","71","1011","25a881ef0c39fd90"
"sona_2016_8_1_16","sona_2016_8_1","16","2","0","Good","Home","Sport","6","1012","1acc0f4938043ae9"
"trinhthikhanhquynh_2016_8_1_21","trinhthikhanhquynh_2016_8_1","21","0","3","Bad","Home","Offical Task","126","1013","d4d4f36a74a6edb4"
"maihang212_2016_8_1_22","maihang212_2016_8_1","22","1","2","Good","Home","Relaxing activities","56","1014","408cfd767246a64a"
"trinhthikhanhquynh_2016_8_1_22","trinhthikhanhquynh_2016_8_1","22","0","0","Bad","Home","Offical Task","127","1018","d4d4f36a74a6edb4"
"sona_2016_8_1_17","sona_2016_8_1","17","3","3","Normal","Office (University)","Offical Task","7","1019","1acc0f4938043ae9"
"abc_2016_8_1_17","abc_2016_8_1","17","2","2","Good","Office (University)","Offical Task","72","1020","25a881ef0c39fd90"
"maihang212_2016_8_1_23","maihang212_2016_8_1","23","1","2","Good","Home","Relaxing activities","57","1021","408cfd767246a64a"
"abc_2016_8_1_18","abc_2016_8_1","18","0","0","Good","Home","Offical Task","73","1022","25a881ef0c39fd90"
"sona_2016_8_1_18","sona_2016_8_1","18","4","1","Good","Office (University)","Offical Task","8","1023","1acc0f4938043ae9"
"lethivui_2016_8_1_23","lethivui_2016_8_1","23","2","2","Normal","Home","Individual Task","83","1026","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_8_2_0","trinhthikhanhquynh_2016_8_2","0","3","0","Good","Home","Offical Task","128","1031","d4d4f36a74a6edb4"
"abc_2016_8_1_22","abc_2016_8_1","22","0","0","Good","Home","Offical Task","74","1032","25a881ef0c39fd90"
"lethivui_2016_8_2_9","lethivui_2016_8_2","9","1","1","Normal","Home","Individual Task","84","1035","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_8_2_9","trinhthikhanhquynh_2016_8_2","9","3","0","Good","Home","Offical Task","129","1036","d4d4f36a74a6edb4"
"maihang212_2016_8_2_9","maihang212_2016_8_2","9","2","2","Good","Office (University)","Offical Task","58","1037","408cfd767246a64a"
"maihang212_2016_8_2_10","maihang212_2016_8_2","10","2","2","Good","Office (University)","Offical Task","59","1038","408cfd767246a64a"
"trinhthikhanhquynh_2016_8_2_10","trinhthikhanhquynh_2016_8_2","10","3","0","Good","Home","Offical Task","130","1039","d4d4f36a74a6edb4"
"lethivui_2016_8_2_11","lethivui_2016_8_2","11","1","0","Normal","Home","Individual Task","85","1044","ae93bc259cdc15e5"
"maihang212_2016_8_2_11","maihang212_2016_8_2","11","2","2","Good","Office (University)","Offical Task","60","1045","408cfd767246a64a"
"trinhthikhanhquynh_2016_8_2_11","trinhthikhanhquynh_2016_8_2","11","3","0","Good","Home","Offical Task","131","1046","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_8_2_12","trinhthikhanhquynh_2016_8_2","12","3","0","Good","Office (University)","Offical Task","132","1047","d4d4f36a74a6edb4"
"lethivui_2016_8_2_12","lethivui_2016_8_2","12","0","2","Normal","Office (University)","Individual Task","86","1050","ae93bc259cdc15e5"
"maihang212_2016_8_2_14","maihang212_2016_8_2","14","1","2","Good","Office (University)","Offical Task","62","1051","408cfd767246a64a"
"trinhthikhanhquynh_2016_8_2_14","trinhthikhanhquynh_2016_8_2","14","3","0","Normal","Office (University)","Offical Task","133","1052","d4d4f36a74a6edb4"
"lethivui_2016_8_2_14","lethivui_2016_8_2","14","2","2","Normal","Office (University)","Individual Task","87","1055","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_8_2_15","trinhthikhanhquynh_2016_8_2","15","3","0","Good","Office (University)","Offical Task","134","1056","d4d4f36a74a6edb4"
"maihang212_2016_8_2_15","maihang212_2016_8_2","15","1","2","Good","Office (University)","Offical Task","63","1057","408cfd767246a64a"
"trinhthikhanhquynh_2016_8_2_16","trinhthikhanhquynh_2016_8_2","16","1","0","Normal","Office (University)","Offical Task","135","1058","d4d4f36a74a6edb4"
"lethivui_2016_8_2_17","lethivui_2016_8_2","17","0","2","Bad","Office (University)","Individual Task","88","1061","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_8_2_18","trinhthikhanhquynh_2016_8_2","18","1","0","Good","Office (University)","Offical Task","136","1065","d4d4f36a74a6edb4"
"sona_2016_8_2_13","sona_2016_8_2","13","2","2","Normal","Office (University)","Offical Task","12","1066","1acc0f4938043ae9"
"trinhthikhanhquynh_2016_8_2_19","trinhthikhanhquynh_2016_8_2","19","0","0","Bad","Office (University)","Offical Task","137","1067","d4d4f36a74a6edb4"
"sona_2016_8_2_14","sona_2016_8_2","14","3","2","Normal","Office (University)","Offical Task","13","1068","1acc0f4938043ae9"
"trinhthikhanhquynh_2016_8_2_20","trinhthikhanhquynh_2016_8_2","20","0","3","Good","Office (University)","Offical Task","138","1069","d4d4f36a74a6edb4"
"lethivui_2016_8_2_20","lethivui_2016_8_2","20","2","0","Normal","Home","Individual Task","89","1072","ae93bc259cdc15e5"
"sona_2016_8_2_15","sona_2016_8_2","15","0","0","Good","Home","Offical Task","14","1073","1acc0f4938043ae9"
"sona_2016_8_1_19","sona_2016_8_1","19","2","2","Good","Home","Sport","9","1074","1acc0f4938043ae9"
"sona_2016_8_2_0","sona_2016_8_2","0","2","0","Good","Home","Sport","11","1075","1acc0f4938043ae9"
"sona_2016_8_1_20","sona_2016_8_1","20","4","0","Normal","Office (University)","Offical Task","10","1076","1acc0f4938043ae9"
"trinhthikhanhquynh_2016_8_2_21","trinhthikhanhquynh_2016_8_2","21","1","0","Normal","Home","Offical Task","139","1077","d4d4f36a74a6edb4"
"sona_2016_8_2_16","sona_2016_8_2","16","0","0","Good","Home","Offical Task","15","1078","1acc0f4938043ae9"
"lethivui_2016_8_2_21","lethivui_2016_8_2","21","2","0","Normal","Home","Individual Task","90","1081","ae93bc259cdc15e5"
"maihang212_2016_8_2_22","maihang212_2016_8_2","22","1","2","Good","Home","Relaxing activities","64","1082","408cfd767246a64a"
"sona_2016_8_2_17","sona_2016_8_2","17","3","0","Good","Home","Offical Task","16","1083","1acc0f4938043ae9"
"maihang212_2016_8_2_23","maihang212_2016_8_2","23","1","2","Good","Home","Relaxing activities","65","1084","408cfd767246a64a"
"trinhthikhanhquynh_2016_8_3_0","trinhthikhanhquynh_2016_8_3","0","1","0","Good","Home","Offical Task","140","1087","d4d4f36a74a6edb4"
"sona_2016_8_2_18","sona_2016_8_2","18","4","2","Good","Home","Offical Task","17","1088","1acc0f4938043ae9"
"sona_2016_8_2_19","sona_2016_8_2","19","3","2","Good","Office (University)","Offical Task","18","1089","1acc0f4938043ae9"
"trinhthikhanhquynh_2016_8_3_8","trinhthikhanhquynh_2016_8_3","8","4","0","Good","Home","Offical Task","141","1093","d4d4f36a74a6edb4"
"lethivui_2016_8_3_9","lethivui_2016_8_3","9","2","0","Good","Home","Individual Task","91","1096","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_8_3_10","trinhthikhanhquynh_2016_8_3","10","4","0","Good","Home","Offical Task","142","1097","d4d4f36a74a6edb4"
"lethivui_2016_8_3_10","lethivui_2016_8_3","10","2","0","Good","Home","Individual Task","92","1102","ae93bc259cdc15e5"
"trinhthikhanhquynh_2016_8_3_11","trinhthikhanhquynh_2016_8_3","11","3","0","Good","Home","Offical Task","143","1103","d4d4f36a74a6edb4"
"lethivui_2016_8_3_12","lethivui_2016_8_3","12","2","0","Good","Office (University)","Individual Task","93","1106","ae93bc259cdc15e5"
"maihang212_2016_8_3_13","maihang212_2016_8_3","13","1","2","Good","Office (University)","Offical Task","66","1107","408cfd767246a64a"
"trinhthikhanhquynh_2016_8_3_14","trinhthikhanhquynh_2016_8_3","14","2","0","Normal","Office (University)","Offical Task","145","1108","d4d4f36a74a6edb4"
"NguyenDacTuanAnh_2016_8_3_14","NguyenDacTuanAnh_2016_8_3","14","0","0","Good","Home","Offical Task","1","1109","6c056216725fc3c1"
"lethivui_2016_8_3_14","lethivui_2016_8_3","14","2","0","Normal","Home","Individual Task","94","1112","ae93bc259cdc15e5"
"maihang212_2016_8_3_14","maihang212_2016_8_3","14","2","2","Good","Office (University)","Offical Task","67","1113","408cfd767246a64a"
"trinhthikhanhquynh_2016_8_3_15","trinhthikhanhquynh_2016_8_3","15","2","0","Normal","Office (University)","Offical Task","146","1114","d4d4f36a74a6edb4"
"trinhthikhanhquynh_2016_8_3_16","trinhthikhanhquynh_2016_8_3","16","2","0","Normal","Office (University)","Offical Task","147","1115","d4d4f36a74a6edb4"
